site,item_title,content,author,url,item_id,other_data,publish_date,score,pk
京东,飞利浦新安怡 自然系列双边电动吸乳器/吸奶器 卓悦排空 自然韵律科技 SCF303/01新老款随机发货,太坑了，买了不到一个月不仅降价而且赠品价值就好几百，这就是京东自营吗？把已经购买的用户权益放在哪了？,等待蜗牛506,https://item.jd.com/2576004.html,2576004,{"is_add_review":"是"},2019/04/12 07:52:44,5,6fc|ecomm_url_20190413000454_030_51_20190411192859_京东_2576004_a679b174886f10a76db16b01a9dff114
京东,飞利浦新安怡 英国品牌 AVENT 宽口径自然亲柔型奶嘴新生儿流量对装SCF651/23,不错，正品,jd_东东,https://item.jd.com/3350756.html,3350756,{"is_add_review":"否"},2019/04/12 00:10:31,5,6fc|ecomm_url_20190413000454_030_51_20190412001031_京东_3350756_267cf8fe40070940911ec04893b1272a
京东,飞利浦新安怡 美国进口 AVENT 全硅胶柔软安抚奶嘴/牙胶0-3个月蓝/绿 一体式设计 SCF194/01,非常不错，非常不错,猴***刀,https://item.jd.com/3887460.html,3887460,{"is_add_review":"否"},2019/04/12 00:11:08,5,6fc|ecomm_url_20190413000454_030_51_20190412001108_京东_3887460_ba8164845335adf3a844aabfa1702775
京东,飞利浦新安怡 英国品牌 AVENT 宽口径玻璃奶瓶125ml+240ml新生儿套装 SCF679/53自然顺畅,宝宝用品都是在京东上买的，主要是放心，又快,jd_东东,https://item.jd.com/2272004.html,2272004,{"is_add_review":"否"},2019/04/12 00:11:18,5,6fc|ecomm_url_20190413000454_030_51_20190412001118_京东_2272004_b9d92149c19d5b9257dba12cd344a544
京东,飞利浦 新安怡（AVENT）全硅胶柔软安抚奶嘴/牙胶（3个月+）粉/紫对装 一体式设计 SCF194/05,硅胶一体 不错,大曦曦ing,https://item.jd.com/5132890.html,5132890,{"is_add_review":"否"},2019/04/12 00:19:26,5,6fc|ecomm_url_20190413000454_030_51_20190412001926_京东_5132890_a608a859ceede10e0d675793cd00f7d7
京东,飞利浦新安怡 英国品牌 AVENT 宽口径自然亲柔型奶嘴新生儿流量对装SCF651/23,一直用新安怡奶嘴，质量棒棒哒,j***5,https://item.jd.com/3350756.html,3350756,{"is_add_review":"否"},2019/04/12 00:41:03,5,6fc|ecomm_url_20190413000454_030_51_20190412004103_京东_3350756_6d636d1cc03186fd0ad11772f4bd723c
京东,飞利浦新安怡 英国进口 AVENT 宽口径自然质柔型新生儿奶嘴六个月+适用于浓稠液体对装SCF656/23,挺好用的，一直在京东上买这些，感谢京东,小二郎-_-_,https://item.jd.com/3021857.html,3021857,{"is_add_review":"否"},2019/04/12 00:42:04,5,6fc|ecomm_url_20190413000454_030_51_20190412004204_京东_3021857_e36d06a1a2d861eedde68c402e772dd4
京东,飞利浦新安怡 英国品牌 AVENT 宽口径自然亲柔型奶嘴新生儿特小流量对装SCF657/23,收到了，月子中快递直接送到家里了，非常满意，宝贝儿用着很好，没有在呛奶了,jd_187310ozv,https://item.jd.com/3350760.html,3350760,{"is_add_review":"否"},2019/04/12 01:21:28,5,6fc|ecomm_url_20190413000454_030_51_20190412012128_京东_3350760_9e40cf7711fe88bd92ea1ae65242c097
京东,,好快真的好好好好好好好ヾ ^_^?,h***0,https://item.jd.com/5479831.html,5479831,{"is_add_review":"否"},2019/04/12 02:13:44,5,6fc|ecomm_url_20190413000454_030_51_20190412021344_京东_5479831_3cabdf97adf5ab0381cfd49e2ce1e234
京东,飞利浦新安怡 英国品牌 AVENT 宽口径玻璃奶瓶125ml+240ml新生儿套装 SCF679/53自然顺畅,送给朋友家二宝的，已经用上了，朋友反应说很好。,j***c,https://item.jd.com/2272004.html,2272004,{"is_add_review":"否"},2019/04/12 05:15:39,5,6fc|ecomm_url_20190413000454_030_51_20190412051539_京东_2272004_6f8104e8b2d45416a5ffa73af9a773ff
京东,飞利浦新安怡 英国品牌 AVENT 单边电动手动两用吸乳器/吸奶器 迷你便携款 迷你随行 SCF903/01,使用起来很好，一份价钱一份货，值得购买！,卫***帅,https://item.jd.com/6130798.html,6130798,{"is_add_review":"否"},2019/04/12 05:37:49,5,6fc|ecomm_url_20190413000454_030_51_20190412053749_京东_6130798_e2af7a6beb2c207dcbbd87d9146f398e
京东,飞利浦新安怡 英国品牌 AVENT 宽口径自然亲柔型新生儿奶嘴一个月+慢流量对装SCF652/23,一直用新安怡的奶瓶和奶嘴，还会一如既往地支持和购买，希望质量一直能让我们满意！,jd_541940906,https://item.jd.com/3350778.html,3350778,{"is_add_review":"否"},2019/04/12 06:13:33,5,6fc|ecomm_url_20190413000454_030_51_20190412061333_京东_3350778_7cf3b26ca80c9a020b30ea59eebb8623
京东,飞利浦新安怡 英国品牌 AVENT 宽口径自然顺畅新生儿玻璃奶瓶6oz/160毫升 SCF678/33,很好，愿我的宝贝健康成长！,北***线,https://item.jd.com/5051495.html,5051495,{"is_add_review":"否"},2019/04/12 06:53:18,5,6fc|ecomm_url_20190413000454_030_51_20190412065318_京东_5051495_d295244b10e35653fb772e6301b589b5
京东,飞利浦新安怡 英国品牌 AVENT 宽口径自然质柔型新生儿奶嘴六个月+快流量对装SCF654/23,好用，奶嘴没有异味，一直用这个牌子,jd_冰冰06,https://item.jd.com/3350764.html,3350764,{"is_add_review":"否"},2019/04/12 06:53:51,5,6fc|ecomm_url_20190413000454_030_51_20190412065351_京东_3350764_e2c4c04b47fbe07206e3a148506d7946
京东,飞利浦 新安怡200毫升带手柄吸管杯儿童水杯/宝宝学饮杯红蓝 美国牙医推荐 SCF793/01,还可以。有点重,怎***好,https://item.jd.com/4776366.html,4776366,{"is_add_review":"否"},2019/04/12 07:07:02,5,6fc|ecomm_url_20190413000454_030_51_20190412070702_京东_4776366_7be8f1378d824aeb38014d33ddacb631
京东,飞利浦 新安怡200毫升带手柄吸管杯儿童水杯/宝宝学饮杯红蓝 美国牙医推荐 SCF793/01,很好。。。。。很不错。。。。。很实用。。。?,sunnybird12010,https://item.jd.com/4776366.html,4776366,{"is_add_review":"否"},2019/04/12 07:16:38,5,6fc|ecomm_url_20190413000454_030_51_20190412071638_京东_4776366_7687893842808a9fe695ff7de360ec0d
京东,飞利浦新安怡 英国品牌 AVENT 单边电动手动两用吸乳器/吸奶器 迷你便携款 迷你随行 SCF903/01,的确便捷，对于上班族很好用。手工方式也很好，能挤出很多奶，万一没有电源的时候可以，用来急救。,d***o,https://item.jd.com/6130798.html,6130798,{"is_add_review":"否"},2019/04/12 07:22:16,5,6fc|ecomm_url_20190413000454_030_51_20190412072216_京东_6130798_ca58dbd210a3b5c828fdb7ab93f27cbc
京东,飞利浦新安怡 美国进口 AVENT 全硅胶柔软安抚奶嘴/牙胶0-3个月蓝/绿 一体式设计 SCF194/01,可以，就是外观不大好看，宝宝第一次吸还吓哭了，不过后来就好了,a***0,https://item.jd.com/3887460.html,3887460,{"is_add_review":"否"},2019/04/12 08:00:13,5,6fc|ecomm_url_20190413000454_030_51_20190412080013_京东_3887460_828862e6e0a0568f2d1db0b123318d0d
京东,飞利浦新安怡 英国品牌 AVENT 单边电动手动两用吸乳器/吸奶器 迷你便携款 迷你随行 SCF903/01,用着挺好，应该买两个的,8***5,https://item.jd.com/6130798.html,6130798,{"is_add_review":"否"},2019/04/12 08:06:54,5,6fc|ecomm_url_20190413000454_030_51_20190412080654_京东_6130798_90402e6a25c88c90a6dd7ef2cdedf554
京东,飞利浦新安怡宽口径蓝色小象自然玻璃奶瓶120ml奶嘴0月+,奶瓶漂亮，就是有点贵，质量应该没问题吧！快递哥很辛苦，点个赞,z***9,https://item.jd.com/100002625622.html,100002625622,{"is_add_review":"否"},2019/04/12 08:08:25,5,6fc|ecomm_url_20190413000454_030_51_20190412080825_京东_100002625622_d0a3c78a52b167574f4746daa729a0a7
京东,飞利浦新安怡 英国品牌 AVENT 宽口径自然质柔型新生儿奶嘴六个月+快流量对装SCF654/23,五个月的宝宝，客服建议用3+的，奶嘴，想着搞活动6+的也买了吧，回来试用后发现6+也能用,kimmozheng,https://item.jd.com/3350764.html,3350764,{"is_add_review":"否"},2019/04/12 08:33:39,5,6fc|ecomm_url_20190413000454_030_51_20190412083339_京东_3350764_4b8bb233bd0a03a4816a89816c530663
京东,飞利浦新安怡 英国进口 AVENT 宽口径自然质柔型可调速新生儿奶嘴3个月+对装SCF655/23,五个月的宝宝本来客服是推荐3+的奶嘴，买了6+的，发展也能用，3+的就搁置了,kimmozheng,https://item.jd.com/3021865.html,3021865,{"is_add_review":"否"},2019/04/12 08:34:33,5,6fc|ecomm_url_20190413000454_030_51_20190412083433_京东_3021865_2f307ca60eef93d2dc4aed9ee0f77bdc
京东,飞利浦新安怡 英国品牌 AVENT 宽口径玻璃奶瓶240ml奶嘴1月+SCF679/13自然顺畅240毫升,跟实体店买的一样好,展***龙,https://item.jd.com/2272002.html,2272002,{"is_add_review":"否"},2019/04/12 08:42:58,5,6fc|ecomm_url_20190413000454_030_51_20190412084258_京东_2272002_ecbb27d9fcd7f615214fb949cfbc7030
京东,飞利浦新安怡 英国品牌 AVENT 宽口径自然质柔型新生儿奶嘴六个月+快流量对装SCF654/23,安上刚刚好，官网值得信赖！,哟哟伟,https://item.jd.com/3350764.html,3350764,{"is_add_review":"否"},2019/04/12 08:45:00,5,6fc|ecomm_url_20190413000454_030_51_20190412084500_京东_3350764_7d5dd79224718fe1eaf24889132c5d29
京东,飞利浦新安怡 法国进口 AVENT 宽口径玻璃奶瓶240ml奶嘴1月+ SCF673/13 自然原生240毫升,宝宝的最爱,铭***烛,https://item.jd.com/751340.html,751340,{"is_add_review":"否"},2019/04/12 08:47:33,5,6fc|ecomm_url_20190413000454_030_51_20190412084733_京东_751340_a127b15e9a58eeef4b283395f89e03cf
京东,飞利浦新安怡 法国进口 AVENT 宽口径玻璃奶瓶240ml奶嘴1月+ SCF673/13 自然原生240毫升,玻璃摸上去很光滑，看上去有光泽，清洗方便。,w***x,https://item.jd.com/751340.html,751340,{"is_add_review":"否"},2019/04/12 08:47:34,5,6fc|ecomm_url_20190413000454_030_51_20190412084734_京东_751340_100f22fca6bc277775baf173268bedf0
京东,飞利浦新安怡法国进口 AVENT 宽口径玻璃奶瓶120ml奶嘴0月+ SCF671/13 自然系列120毫升,宝宝的最爱,铭烛,https://item.jd.com/751338.html,751338,{"is_add_review":"否"},2019/04/12 08:47:41,5,6fc|ecomm_url_20190413000454_030_51_20190412084741_京东_751338_adee8566c7c6a063df76dd9ca9adeec6
京东,飞利浦新安怡 英国品牌 AVENT 宽口径自然亲柔型奶嘴新生儿流量对装SCF651/23,宝宝已经习惯这个奶嘴了，出水流量新生宝宝刚刚好可以适应不被呛到,Mandy-LCX,https://item.jd.com/3350756.html,3350756,{"is_add_review":"否"},2019/04/12 08:50:39,5,6fc|ecomm_url_20190413000454_030_51_20190412085039_京东_3350756_9f04337aee5251be2becf0eb5c1772d1
京东,飞利浦新安怡 英国品牌 AVENT 宽口径自然质柔型新生儿奶嘴六个月+快流量对装SCF654/23,做的好的，奶嘴不是很软，宝宝要适应一段时间,jeera,https://item.jd.com/3350764.html,3350764,{"is_add_review":"否"},2019/04/12 08:51:43,5,6fc|ecomm_url_20190413000454_030_51_20190412085143_京东_3350764_89813d6c0b78a0c73f414311c14ff141
京东,飞利浦新安怡 英国品牌 AVENT 宽口径自然亲柔型新生儿奶嘴三个月+中流量对装SCF653/23,做的好的，奶嘴不是很软，宝宝要适应一段时间,jeera,https://item.jd.com/3021861.html,3021861,{"is_add_review":"否"},2019/04/12 08:52:02,5,6fc|ecomm_url_20190413000454_030_51_20190412085202_京东_3021861_4522725c6d3a2f1321fa6a250fbf9c48
京东,飞利浦 新安怡200毫升带手柄吸管杯儿童水杯/宝宝学饮杯红蓝 美国牙医推荐 SCF793/01,宝宝几乎一直用这个，每次活动都会囤一些，性价比高，效果也还不错！！,jd_古道斜,https://item.jd.com/4776366.html,4776366,{"is_add_review":"否"},2019/04/12 09:00:39,5,6fc|ecomm_url_20190413000454_030_51_20190412090039_京东_4776366_dc0760a4d1226b3778d08923cc71ccc7
京东,飞利浦新安怡 法国进口 AVENT 宽口径玻璃奶瓶240ml奶嘴1月+ SCF673/13 自然原生240毫升,太满意了，很实惠，质量很好，推荐,jd_189310rem,https://item.jd.com/751340.html,751340,{"is_add_review":"否"},2019/04/12 09:02:06,5,6fc|ecomm_url_20190413000454_030_51_20190412090206_京东_751340_07a470177a2d77229cd075d6831fc87d
京东,飞利浦新安怡 英国品牌 AVENT 宽口径玻璃奶瓶240ml奶嘴1月+SCF679/13自然顺畅240毫升,应该是好的，不知道能用多久，放在车里备用的。很好。,赤***石,https://item.jd.com/2272002.html,2272002,{"is_add_review":"否"},2019/04/12 09:05:03,5,6fc|ecomm_url_20190413000454_030_51_20190412090503_京东_2272002_807d34725811572c5d7a866b34333fea
京东,飞利浦新安怡 自然系列双边电动吸乳器/吸奶器 卓悦排空 自然韵律科技 SCF303/01新老款随机发货,买了还没用，不知道东西怎么样但是跳水式的价格真的让人太不爽了，请问商家你这样真不怕被骂死么，没有价格底线吗？波动大到让人怀疑东西的真假,j***e,https://item.jd.com/2576004.html,2576004,{"is_add_review":"否"},2019/04/12 09:07:03,1,6fc|ecomm_url_20190413000454_030_51_20190412090703_京东_2576004_ec58d5e8cee370b26a30baf8fb437246
京东,飞利浦新安怡 法国进口 AVENT 宽口径玻璃奶瓶240ml奶嘴1月+ SCF673/13 自然原生240毫升,到货快，玻璃很厚实,jd_dmj999,https://item.jd.com/751340.html,751340,{"is_add_review":"否"},2019/04/12 09:11:03,5,6fc|ecomm_url_20190413000454_030_51_20190412091103_京东_751340_454e1daac6d80223f31f62fd346f2839
京东,飞利浦新安怡 美国进口 AVENT 全硅胶柔软安抚奶嘴/牙胶0-3个月蓝/绿 一体式设计 SCF194/01,本来是想用这个让娃自己睡觉的，给娃吸了两次，吸完就吐奶，太容易进空气了，准备搁置了,jd_迗迗＠＠吢晴,https://item.jd.com/3887460.html,3887460,{"is_add_review":"否"},2019/04/12 09:15:50,5,6fc|ecomm_url_20190413000454_030_51_20190412091550_京东_3887460_2bb67513c32e84ce421af71ab60e9f53
京东,飞利浦新安怡 英国品牌 AVENT 宽口径自然质柔型新生儿奶嘴六个月+快流量对装SCF654/23,都来京东买奶瓶，好用又便宜。小孩子的最爱,1***3,https://item.jd.com/3350764.html,3350764,{"is_add_review":"否"},2019/04/12 09:18:03,5,6fc|ecomm_url_20190413000454_030_51_20190412091803_京东_3350764_0f3fcb8b9671e73153807e7f56ac3f48
京东,飞利浦新安怡 英国进口 AVENT 宽口径自然质柔型新生儿奶嘴六个月+适用于浓稠液体对装SCF656/23,这个y口的估计只适合吃流食，我幺儿吃这个吼不住,vkey123,https://item.jd.com/3021857.html,3021857,{"is_add_review":"否"},2019/04/12 09:26:22,5,6fc|ecomm_url_20190413000454_030_51_20190412092622_京东_3021857_0a65f252fce165cfbd88754ef8ccebea
京东,飞利浦新安怡 英国品牌 AVENT 宽口径玻璃奶瓶240ml奶嘴1月+SCF679/13自然顺畅240毫升,不错呦，还是蛮喜欢的，这个便宜的，一如既往的喜欢哦?，宝宝的最爱,c***3,https://item.jd.com/2272002.html,2272002,{"is_add_review":"否"},2019/04/12 09:26:49,5,6fc|ecomm_url_20190413000454_030_51_20190412092649_京东_2272002_86ad4f1897e561502d832cd06e49dfa1
京东,飞利浦新安怡 英国品牌 AVENT 宽口径自然亲柔型新生儿奶嘴一个月+慢流量对装SCF652/23,挺结实的，送货快，值得购买,p***g,https://item.jd.com/3350778.html,3350778,{"is_add_review":"否"},2019/04/12 09:29:54,5,6fc|ecomm_url_20190413000454_030_51_20190412092954_京东_3350778_67ed6c2dddc54a7e2e6eebcfaa5bbc4f
京东,飞利浦新安怡 英国品牌 AVENT 宽口径自然亲柔型新生儿奶嘴三个月+中流量对装SCF653/23,挺结实的，送货快，值得购买,p***g,https://item.jd.com/3021861.html,3021861,{"is_add_review":"否"},2019/04/12 09:30:00,5,6fc|ecomm_url_20190413000454_030_51_20190412093000_京东_3021861_dc459c6d459e025c22f8958acfde19d1
京东,飞利浦 新安怡200毫升带手柄吸管杯儿童水杯/宝宝学饮杯红蓝 美国牙医推荐 SCF793/01,宝宝喜欢，蛮不错。,t***0,https://item.jd.com/4776366.html,4776366,{"is_add_review":"否"},2019/04/12 09:33:16,5,6fc|ecomm_url_20190413000454_030_51_20190412093316_京东_4776366_ac8b846d54064d495972a611cc1863c4
京东,,很好用。,1***p,https://item.jd.com/5479831.html,5479831,{"is_add_review":"否"},2019/04/12 09:39:14,5,6fc|ecomm_url_20190413000454_030_51_20190412093914_京东_5479831_ca988c66fa814fc48b8da8673b2ac349
京东,飞利浦新安怡 英国品牌 AVENT 宽口径自然亲柔型奶嘴新生儿特小流量对装SCF657/23,很好，物流很快！ 跟原装功能一样的哦！,yanzinizi,https://item.jd.com/3350760.html,3350760,{"is_add_review":"否"},2019/04/12 09:41:53,5,6fc|ecomm_url_20190413000454_030_51_20190412094153_京东_3350760_71a54033dfc3bd9f963f447f1697f0ba
京东,飞利浦新安怡 英国品牌 AVENT 宽口径玻璃奶瓶125ml+240ml新生儿套装 SCF679/53自然顺畅,感觉就是个普通玻璃奶瓶价位有点贵,l***8,https://item.jd.com/2272004.html,2272004,{"is_add_review":"否"},2019/04/12 09:48:26,4,6fc|ecomm_url_20190413000454_030_51_20190412094826_京东_2272004_cf45fa4f1f322ac8d1559de18724c8b1
京东,飞利浦新安怡 英国品牌 AVENT 宽口径玻璃奶瓶125ml+240ml新生儿套装 SCF679/53自然顺畅,感觉很好不错，囤货中，昨天买101，今天就恢复139了 ?,s***1,https://item.jd.com/2272004.html,2272004,{"is_add_review":"否"},2019/04/12 09:49:01,5,6fc|ecomm_url_20190413000454_030_51_20190412094901_京东_2272004_88513a14a3a538e97a160710b34a206e
京东,飞利浦新安怡 英国品牌 AVENT 宽口径自然顺畅新生儿玻璃奶瓶6oz/160毫升 SCF678/33,挺好用的,j***u,https://item.jd.com/5051495.html,5051495,{"is_add_review":"否"},2019/04/12 09:52:28,5,6fc|ecomm_url_20190413000454_030_51_20190412095228_京东_5051495_1325b43c76d2b0cd1feacb21eb2e47e8
京东,飞利浦新安怡 英国品牌 AVENT 宽口径玻璃奶瓶125ml+240ml新生儿套装 SCF679/53自然顺畅,之前看了很多牌子的奶瓶，最后朋友介绍，所以买的这个品牌，因为家里俩娃，所以买了两套，外观很漂亮，手感很棒，感觉很不错，物流很快很负责,午夜爽歪歪,https://item.jd.com/2272004.html,2272004,{"is_add_review":"否"},2019/04/12 09:54:28,5,6fc|ecomm_url_20190413000454_030_51_20190412095428_京东_2272004_6a1fb5a5c9e5d58765b6fb7bdc241216
京东,飞利浦新安怡 英国进口 AVENT 宽口径自然质柔型新生儿奶嘴六个月+适用于浓稠液体对装SCF656/23,懒得拍照，一直用这家的商品。,訫***楊,https://item.jd.com/3021857.html,3021857,{"is_add_review":"否"},2019/04/12 09:57:19,5,6fc|ecomm_url_20190413000454_030_51_20190412095719_京东_3021857_1f1eb74fa0a3f1862f58adc5892abc5c
京东,飞利浦新安怡 英国品牌 AVENT 宽口径玻璃奶瓶125ml+240ml新生儿套装 SCF679/53自然顺畅,大品牌值得信赖，没想到还有赠品，很意外，而且赠品也不是那种次货，很开心的购物,z***n,https://item.jd.com/2272004.html,2272004,{"is_add_review":"否"},2019/04/12 10:01:35,5,6fc|ecomm_url_20190413000454_030_51_20190412100135_京东_2272004_eb7e3d6fc416a8cb7c1a4026f2cde2f6
京东,飞利浦新安怡 英国品牌 AVENT 宽口径自然亲柔型新生儿奶嘴一个月+慢流量对装SCF652/23,一直都在京东上面买日用品，多次购买，大宝以前一直在用，产品一如既往的好用，客服人员耐心、回答详实，且送货快速，点赞！！！,c***6,https://item.jd.com/3350778.html,3350778,{"is_add_review":"否"},2019/04/12 10:05:49,5,6fc|ecomm_url_20190413000454_030_51_20190412100549_京东_3350778_9bfa642db66d3d18e025a8a5a55d6677
京东,飞利浦新安怡 英国进口 AVENT 宽口径自然质柔型新生儿奶嘴六个月+适用于浓稠液体对装SCF656/23,一直用来这个牌子的奶嘴，质量比贝亲强多了,c***7,https://item.jd.com/3021857.html,3021857,{"is_add_review":"否"},2019/04/12 10:06:31,5,6fc|ecomm_url_20190413000454_030_51_20190412100631_京东_3021857_0d9c510c600ac3d38e8754e3dc3f2beb
京东,飞利浦新安怡 美国进口 AVENT 全硅胶柔软安抚奶嘴/牙胶0-3个月蓝/绿 一体式设计 SCF194/01,得力(deli)双电源电脑按键计算器 12位大屏横式计算机 财务及银行人员适用 白色2135,4***1,https://item.jd.com/3887460.html,3887460,{"is_add_review":"否"},2019/04/12 10:06:44,5,6fc|ecomm_url_20190413000454_030_51_20190412100644_京东_3887460_16322db23005334915d6fe2860a51c55
京东,飞利浦新安怡 英国进口 AVENT 宽口径自然质柔型新生儿奶嘴六个月+适用于浓稠液体对装SCF656/23,正好符合,苍天有井自然空,https://item.jd.com/3021857.html,3021857,{"is_add_review":"否"},2019/04/12 10:07:08,5,6fc|ecomm_url_20190413000454_030_51_20190412100708_京东_3021857_923cab936f50d7a37c3f83752919c3d6
京东,飞利浦 新安怡200毫升带手柄吸管杯儿童水杯/宝宝学饮杯红蓝 美国牙医推荐 SCF793/01,原来用的白色的，突然换成这么艳丽的颜色，一开始宝宝接受不了。后来就习惯了。吸嘴偏短了，再长一点会更好。原来用的白色的，突然换成这么艳丽的颜色，一开始宝宝接受不了。后来就习惯了。吸嘴偏短了，再长一点会更好。原来用的白色的，突然换成这么艳丽的颜色，一开始宝宝接受不了。后来就习惯了。吸嘴偏短了，再长一点会更好。,家***佳,https://item.jd.com/4776366.html,4776366,{"is_add_review":"否"},2019/04/12 10:09:03,5,6fc|ecomm_url_20190413000454_030_51_20190412100903_京东_4776366_df08bb0e964f7fe7c63cac7123cdc07d
京东,飞利浦新安怡 英国品牌 AVENT 宽口径自然质柔型新生儿奶嘴六个月+快流量对装SCF654/23,到货快。,jd136*****586,https://item.jd.com/3350764.html,3350764,{"is_add_review":"否"},2019/04/12 10:13:35,5,6fc|ecomm_url_20190413000454_030_51_20190412101335_京东_3350764_de0626fc8628f2dc832b840f7648fd92
京东,飞利浦 新安怡（AVENT）全硅胶柔软安抚奶嘴/牙胶（3个月+）蓝/绿对装 一体式设计 SCF194/04,感觉还不错，不过宝宝不爱吸,jd漂流瓶198,https://item.jd.com/5132908.html,5132908,{"is_add_review":"否"},2019/04/12 10:15:51,5,6fc|ecomm_url_20190413000454_030_51_20190412101551_京东_5132908_22fa59699a07d48abe36a6eab0d079e7
京东,飞利浦新安怡 法国进口 AVENT 宽口径玻璃奶瓶240ml奶嘴1月+ SCF673/13 自然原生240毫升,之前用的摔碎了！买个新的，活动也挺划算。透明度高，看起来不错,x***n,https://item.jd.com/751340.html,751340,{"is_add_review":"否"},2019/04/12 10:16:24,5,6fc|ecomm_url_20190413000454_030_51_20190412101624_京东_751340_3dd64f99e1c89ca3694959b12ca74789
京东,飞利浦新安怡 英国品牌 AVENT 宽口径自然质柔型新生儿奶嘴六个月+快流量对装SCF654/23,第二次买了，宝宝用的真心好活动买合适,jd_139333pgm,https://item.jd.com/3350764.html,3350764,{"is_add_review":"否"},2019/04/12 10:17:03,5,6fc|ecomm_url_20190413000454_030_51_20190412101703_京东_3350764_2978cb8a13d1e247e8dd0be30f7fd252
京东,飞利浦 新安怡200毫升带手柄吸管杯儿童水杯/宝宝学饮杯红蓝 美国牙医推荐 SCF793/01,造型独特，设计灵感，可靠耐用，好评,鼎***技,https://item.jd.com/4776366.html,4776366,{"is_add_review":"否"},2019/04/12 10:28:58,5,6fc|ecomm_url_20190413000454_030_51_20190412102858_京东_4776366_25d859a21dc8e95214c61c09923c532f
京东,飞利浦新安怡 英国品牌 AVENT 宽口径自然质柔型新生儿奶嘴六个月+快流量对装SCF654/23,很好,jd_139402biv,https://item.jd.com/3350764.html,3350764,{"is_add_review":"否"},2019/04/12 10:31:39,5,6fc|ecomm_url_20190413000454_030_51_20190412103139_京东_3350764_aa36757c906f338c6eb903f906b5e825
京东,飞利浦新安怡 英国进口 AVENT 宽口径自然质柔型新生儿奶嘴六个月+适用于浓稠液体对装SCF656/23,很好，值得购买,恋上567,https://item.jd.com/3021857.html,3021857,{"is_add_review":"否"},2019/04/12 10:40:59,5,6fc|ecomm_url_20190413000454_030_51_20190412104059_京东_3021857_82e8f406dcbdd50f5bf6447e49c53368
